id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾
531,113.984164,33.572319,10.2,15.425,801,3.25,48,-2.9,3.25,48,13,26.9167,407,32.1,26.9167,407,183,952.629,35,29.1429,75.6589,1
532,114.006596,33.587697,10.2083,15.5125,816,3.31667,55,-2.8,3.31667,55,15,27,414,32.3,27,414,187,953.885,35.1,29.0836,75.1289,1
533,114.093879,33.586509,10.475,15.2625,792,3.03333,46,-3.4,3.03333,46,12,26.7667,402,32,26.7667,402,182,955.748,35.4,29.5904,76.1447,1
534,113.609327,33.438259,10.1583,15.2708,831,3.15,49,-3.2,3.15,49,13,26.6667,413,31.7,26.6667,413,183,946.17,34.9,29.107,73.437,1
535,113.931121,33.828096,10.4833,15.2333,750,2.95,41,-3.5,2.95,41,11,26.8,394,32,26.8,394,176,958.868,35.5,29.5305,79.6129,1
536,115.613609,34.444519,10.2833,14.9083,730,2.28333,41,-3.8,2.28333,41,12,26.7333,419,32,25.4,420,202,986.336,35.8,28.7244,93.1489,1
537,115.653258,34.389048,10.3583,14.8042,738,2.08333,41,-4.1,2.08333,41,12,26.7,423,31.9,26.7,423,204,993.592,36,28.7731,92.7887,1
538,115.175019,34.648384,10.7833,14.4583,677,1.75,34,-4.8,1.75,34,10,26.1833,386,31.3,24.85,390,183,986.578,36.1,29.8707,92.433,1
539,115.071957,34.446572,10.375,14.4875,693,1.86667,36,-4.4,1.86667,36,10,26.3167,387,31.6,24.9833,392,185,986.74,36,28.8194,90.0363,1
540,115.828519,34.400868,10.3583,14.5208,719,1.86667,39,-4.5,1.86667,39,11,26.4,413,31.5,25.0667,415,198,989.675,36,28.7731,93.2635,1
541,116.131422,34.237801,10.0417,14.7625,741,2.11667,47,-3.9,2.11667,47,15,26.6333,425,31.6,26.6333,425,205,989.373,35.5,28.2864,92.1604,1
542,116.449864,33.929927,9.95833,15.0625,743,2.43333,54,-3.6,2.43333,54,16,26.9333,420,31.8,26.9333,420,200,989.123,35.4,28.1309,88.5136,1
543,114.125595,32.101005,9.06667,15.7667,1116,4.16667,98,-1.6,4.16667,98,22,26.6333,502,31.6,26.6333,502,210,907.778,33.2,27.3092,59.5624,1
544,114.91934,32.010736,9,15.8083,1102,4.16667,91,-1.5,4.16667,91,21,26.6833,497,31.5,26.6833,497,216,912.252,33,27.2727,60.9076,1
545,114.879309,31.643914,8.425,15.7875,1169,4.38333,98,-0.9,4.38333,98,22,26.5333,520,31.4,24.5,522,220,895.377,32.3,26.0836,59.9491,1
546,115.406894,31.79832,8.58333,15.8833,1182,4.43333,105,-1,4.43333,105,25,26.65,532,31.5,26.65,532,227,900.223,32.5,26.4103,59.6377,1
547,115.654066,32.169239,8.66667,15.8,1093,4.05,96,-1.4,4.05,96,23,26.75,502,31.5,26.75,502,225,919.1,32.9,26.3425,62.1338,1
548,115.420101,32.474772,8.95,15.575,993,3.75,78,-2,3.75,78,18,26.6333,462,31.4,26.6333,462,212,925.255,33.4,26.7964,65.3067,1
549,114.740392,32.34312,9.08333,15.6833,1045,3.93333,83,-1.8,3.93333,83,19,26.7,483,31.6,26.7,483,215,920.705,33.4,27.1956,63.7868,1
550,114.650551,33.647679,10.275,15.2625,782,3.05,48,-3.1,3.05,48,12,26.7667,399,32.2,25.4833,406,192,956.523,35.3,29.1076,79.0605,1
551,114.852604,33.731543,10.2417,14.8875,782,2.63333,48,-3.6,2.63333,48,12,26.5,404,31.8,25.1833,408,195,962.594,35.4,28.9313,80.1509,1
552,114.394666,34.060062,10.525,14.8042,719,2.43333,40,-3.9,2.43333,40,11,26.45,382,31.7,25.0333,388,180,966.181,35.6,29.5646,83.2278,1
553,114.529709,33.768277,10.4333,14.875,754,2.63333,46,-3.6,2.63333,46,12,26.4333,384,31.8,25.1,394,185,958.663,35.4,29.4727,79.1333,1
554,114.608135,33.562072,10.3083,15.0792,792,2.91667,48,-3.4,2.91667,48,12,26.6333,402,32,25.3167,405,192,956.769,35.4,29.1196,77.771,1
555,115.098541,33.409805,10.0917,15.0958,821,2.88333,53,-3.4,2.88333,53,13,26.6167,417,31.9,26.6167,417,201,957.291,35.3,28.5883,77.3959,1
556,115.177141,33.64601,10.325,15.0125,804,2.76667,51,-3.5,2.76667,51,13,26.6,422,31.9,26.6,422,205,961.488,35.4,29.1667,81.5348,1
557,114.875128,33.465609,10.2167,15.1167,813,3,51,-3.3,3,51,12,26.6167,411,31.9,25.3333,412,198,952.924,35.2,29.0246,77.4211,1
558,113.993753,32.97455,9.975,15.3625,931,3.35,67,-2.9,3.35,67,17,26.65,446,31.8,26.65,446,198,939.238,34.7,28.7464,68.3268,1
559,114.021492,33.387658,10.1917,15.2875,832,3.11667,51,-3.2,3.11667,51,13,26.7333,415,31.9,26.7333,415,187,951.129,35.1,29.0361,73.8201,1
560,114.264381,33.262439,10.1167,15.1833,861,3.1,55,-3.2,3.1,55,14,26.6,428,31.8,26.6,428,196,946.895,35,28.9048,73.595,1
561,114.618537,32.96344,9.84167,15.2458,907,3.21667,63,-2.9,3.21667,63,15,26.6,437,31.7,26.6,437,202,944.983,34.6,28.4441,70.1068,1
562,114.392774,32.605697,9.60833,15.2458,987,3.33333,71,-2.7,3.33333,71,16,26.45,463,31.5,26.45,463,204,934.324,34.2,28.0945,65.8685,1
563,114.016818,32.82134,9.9,15.25,933,3.28333,61,-2.9,3.28333,61,14,26.4167,444,31.4,26.4167,444,193,934.133,34.3,28.863,67.7112,1
564,113.327144,32.723974,9.95833,15.2208,950,3.3,64,-3.1,3.3,64,16,26.3667,437,31.3,26.3667,437,188,930.311,34.4,28.9486,65.2797,1
565,114.362477,33.006808,9.89167,15.0958,904,3.06667,62,-3.2,3.06667,62,15,26.45,437,31.5,26.45,437,199,943.57,34.7,28.5062,70.1251,1
566,114.013323,33.146316,10.175,15.1625,881,3.08333,57,-3.3,3.08333,57,15,26.5833,432,31.7,26.5833,432,194,946.96,35,29.0714,71.508,1
567,112.211365,32.088651,9.40833,16.2375,991,4.6,64,-1.3,4.6,64,18,27.1,433,32.1,27.1,433,181,909.651,33.4,28.1687,62.3689,1
568,112.772723,32.128968,9.35833,15.7625,984,4.06667,66,-2,4.06667,66,17,26.7167,435,31.6,26.7167,435,184,915.58,33.6,27.8522,62.2915,1
569,113.910769,30.91695,8.35833,16.8292,1185,5.33333,110,-0.1,5.33333,110,26,27.7,489,32.4,25.6,528,190,907.428,32.5,25.7179,55.8959,1
570,113.997794,31.258225,8.79167,16.3708,1151,4.86667,101,-0.9,4.86667,101,23,27.15,490,31.8,25.1,511,199,904.668,32.7,26.8858,57.1965,1
571,114.127122,31.561179,8.80833,15.9292,1142,4.4,98,-1.3,4.4,98,22,26.7167,496,31.4,24.7167,500,206,904.362,32.7,26.9368,57.9629,1
572,113.752958,31.021736,8.5,16.55,1153,5.06667,104,-0.5,5.06667,104,24,27.3333,478,32,25.2667,512,189,904.436,32.5,26.1538,56.0154,1
573,113.571864,30.928592,8.41667,16.7667,1147,5.31667,102,-0.2,5.31667,102,24,27.5333,476,32.2,25.45,508,186,901.162,32.4,25.9774,55.925,1
574,113.688955,31.25565,8.575,16.3208,1136,4.85,101,-0.8,4.85,101,23,27.0667,485,31.7,25.05,501,197,902.289,32.5,26.3846,56.7274,1
575,114.618134,31.288167,8.9,16.3333,1194,4.83333,105,-0.8,4.83333,105,24,27.15,514,32,25.0833,537,211,906.179,32.8,27.1341,58.2741,1
576,113.29097,31.883233,9.15833,15.6792,1017,4.1,75,-1.9,4.1,75,18,26.5167,442,31.2,26.5167,442,186,906.871,33.1,27.6687,59.7792,1
577,113.825977,31.617015,9,15.975,1111,4.48333,92,-1.4,4.48333,92,21,26.7167,485,31.4,26.7167,485,201,900.701,32.8,27.439,58.4256,1
2,125.288168,43.833845,10.7,5.44167,605,-12.9,15,-21,-12.9,15,4,21.65,408,27.3,21.65,408,185,1396.72,48.3,22.1532,111.77,1
8,121.073742,32.065972,7.4,15.3667,1046,4.25,111,-0.3,4.25,111,29,26.0333,459,30.6,26.0333,459,177,891.205,30.9,23.9482,55.2882,1
15,123.420401,41.789766,10.6833,8.65,707,-8.15,24,-16.2,-8.15,24,6,23.7,423,29.3,23.7,423,175,1288.2,45.5,23.4799,95.4429,1
155,123.312202,44.126606,12.2917,6.62917,452,-11.6,7,-20.6,-11.6,7,2,23.0167,320,29.1,23.0167,320,148,1403.99,49.7,24.7317,120.147,1
156,122.35677,42.935105,12.325,6.9625,473,-10.3333,6,-18.7,-10.3333,6,2,22.7,325,29.1,22.7,325,146,1338.53,47.8,25.7845,115.703,1
157,123.343937,41.665153,11.1167,8.29167,678,-8.6,19,-17.3,-8.6,19,5,23.0833,423,28.4,23.0833,423,176,1279.67,45.7,24.3253,101.696,1
158,123.449597,41.714729,11.225,8.12917,674,-8.9,19,-17.8,-8.9,19,5,23.0167,422,28.4,23.0167,422,174,1288.41,46.2,24.2965,102.195,1
159,123.584209,41.913071,11.125,7.57917,664,-9.48333,16,-18.3,-9.48333,16,4,22.4833,418,27.8,22.4833,418,172,1291.22,46.1,24.1323,103.248,1
160,123.308062,41.793925,10.9667,8.55,661,-8.3,19,-16.6,-8.3,19,5,23.5,411,29,23.5,411,171,1285.34,45.6,24.0497,101.318,1
161,122.766159,41.517449,10.7167,8.66667,618,-7.86667,15,-16.1,-7.86667,15,4,23.25,395,28.2,23.25,395,169,1259.72,44.3,24.1911,106.154,1
162,123.343701,42.727249,11.6667,7.63333,550,-9.53333,11,-18.3,-9.53333,11,3,22.9667,364,28.6,22.9667,364,156,1315.78,46.9,24.8756,109.27,1
163,122.835964,41.985757,11.3167,8.26667,589,-8.56667,12,-16.9,-8.56667,12,3,23.25,381,28.7,23.25,381,165,1288.74,45.6,24.8173,107.63,1
164,121.525469,38.952998,7.69167,11.2625,642,-2.45,35,-7.9,-2.45,35,9,23.45,388,27.8,23.45,388,171,1058.26,35.7,21.5453,98.0688,1
165,121.261982,38.851742,7.55833,10.8875,587,-2.45,30,-7.8,-1,30,7,22.75,348,27.1,22.65,366,159,1032.87,34.9,21.6571,99.8622,1
166,121.938299,39.391565,8.425,10.3292,670,-4.18333,33,-10.5,-4.18333,33,9,23.1,409,27.4,23.1,409,178,1111.42,37.9,22.2296,99.6071,1
167,121.782461,39.050503,7.7,10.975,651,-2.88333,28,-8.5,-2.88333,28,8,23.2667,404,27.7,23.2667,404,174,1068.4,36.2,21.2707,101.143,1
168,122.588487,39.272779,7.09167,10.5042,690,-2.71667,26,-8.2,-2.71667,26,8,22.4833,422,27,22.3333,428,186,1031.73,35.2,20.1468,102.371,1
169,121.979463,39.62701,8.825,9.6375,674,-5.16667,26,-11.8,-5.16667,26,8,22.7667,423,27.1,22.7667,423,184,1135.51,38.9,22.6864,104.408,1
170,122.965881,39.680825,8.975,10.3625,765,-4.18333,34,-10.9,-4.18333,34,10,23.2667,471,28.1,23.2667,471,205,1116.75,39,23.0128,101.205,1
171,122.944751,41.068901,10.2583,9.17083,703,-6.93333,24,-14.7,-6.93333,24,7,23.4667,443,28.5,23.4667,443,190,1231.01,43.2,23.7461,104.099,1
172,122.436037,41.412866,10.825,8.82083,602,-7.58333,15,-15.7,-7.58333,15,4,23.2667,386,28.1,23.2667,386,167,1252.21,43.8,24.7146,106.666,1
173,123.280933,40.290995,9.925,9.0875,814,-6.36667,31,-13.9,-6.36667,31,9,22.75,510,27.7,22.75,510,222,1180.44,41.6,23.8582,103.771,1
174,122.685176,40.882548,10.1667,9.13333,680,-7,21,-14.9,-7,21,6,23.3333,431,28,23.3333,431,185,1229.78,42.9,23.6985,105.358,1
175,123.94504,41.883375,11.5917,7.9375,742,-9.31667,25,-18.4,-9.31667,25,7,23.1,460,28.8,23.1,460,191,1306.81,47.2,24.5586,99.9785,1
176,123.899923,41.730094,11.6083,7.6625,729,-9.48333,21,-18.8,-9.48333,21,5,22.5333,459,28,22.5333,459,189,1292.38,46.8,24.8041,102.866,1
177,123.769081,41.299658,10.8083,8.57083,817,-7.98333,32,-16.2,-7.98333,32,9,23.1333,506,29,23.1333,506,212,1262.47,45.2,23.9122,100.148,1
178,123.767817,41.32931,10.8833,8.2,793,-8.4,27,-16.8,-8.4,27,7,22.7167,500,28.5,22.7167,500,207,1262.31,45.3,24.025,102.885,1
179,123.861747,41.343624,11.0333,8.08333,795,-8.58333,28,-17.3,-8.58333,28,8,22.55,500,28.3,22.55,500,208,1261.46,45.6,24.1959,102.754,1
180,123.744822,41.100273,10.6083,7.77083,819,-8.56667,29,-16.8,-8.56667,29,8,22.0667,520,27.7,22.0667,520,217,1242.56,44.5,23.839,104.011,1
181,124.119545,41.301553,11.325,7.74583,840,-8.81667,29,-17.8,-8.81667,29,8,22.2333,529,28,22.2333,529,219,1254.75,45.8,24.7271,102.656,1
182,125.361061,41.267048,11.7917,6.22917,925,-10.9333,36,-20.4,-10.9333,36,10,21.2833,575,27,21.2833,575,237,1289.17,47.4,24.8769,100.204,1
183,124.395577,40.136549,10.075,9.42083,983,-5.18333,37,-12.4,-5.18333,37,9,22.6667,611,28.3,22.6667,611,273,1127.65,40.7,24.7543,103.475,1
184,124.383382,40.129706,10.0333,9.43333,980,-5.13333,36,-12.3,-5.13333,36,9,22.6667,610,28.3,22.6667,610,274,1125.88,40.6,24.7126,103.961,1
185,124.470005,40.20154,10.4833,9,971,-5.88333,39,-13.8,-5.88333,39,10,22.35,603,27.9,22.35,603,268,1141.98,41.7,25.1399,102.988,1
186,124.783674,40.731319,11.5583,7.07917,997,-8.9,40,-18.2,-8.9,40,11,21.2833,624,26.8,21.2833,624,268,1215.68,45,25.6852,102.111,1
187,124.152581,39.863193,9.01667,9.43333,937,-5.13333,42,-11.8,-5.13333,42,12,22.5,575,27.8,22.5,575,257,1121.82,39.6,22.7694,101.306,1
188,124.066873,40.45218,10.3667,8.75,940,-6.73333,38,-14.5,-6.73333,38,11,22.5167,592,28,22.5167,592,258,1183.29,42.5,24.3922,103.744,1
189,121.103445,41.109232,10.6,9.45,566,-6.51667,13,-13.8,-6.51667,13,4,23.7667,381,28.9,23.7667,381,172,1228,42.7,24.8244,114.03,1
190,121.239558,41.533553,11.9333,8.75833,520,-7.68333,7,-16.1,-7.68333,7,2,23.3,357,28.6,23.3,357,159,1257.73,44.7,26.6965,116.706,1
191,121.35499,41.160636,10.8833,8.96667,565,-7.18333,10,-15,-7.18333,10,3,23.3167,381,28.3,23.3167,381,171,1236.97,43.3,25.1347,114.652,1
192,122.121764,40.226708,9.15,9.175,648,-6.68333,22,-13.7,-6.68333,22,7,23.2667,414,28,23.2667,414,180,1213.37,41.7,21.9424,108.181,1
193,122.307956,40.671279,9.23333,9.64167,641,-6.1,20,-13.4,-6.1,20,6,23.7833,409,28.4,23.7833,409,178,1211.7,41.8,22.0893,107.615,1
194,122.34845,40.400259,9.51667,9.51667,685,-6.3,28,-13.7,-6.3,28,9,23.5833,432,28.3,23.5833,432,188,1210.09,42,22.6587,105.247,1
195,122.509006,40.644482,9.70833,9.32917,687,-6.51667,25,-14,-6.51667,25,8,23.3833,435,28,23.3833,435,189,1212.35,42,23.1151,105.459,1
196,121.416105,41.7831,12.0583,8.3625,508,-8.11667,7,-16.5,-8.11667,7,2,22.9333,343,28.3,22.9333,343,152,1261.41,44.8,26.9159,113.704,1
197,121.680157,42.025412,11.7,8.3,496,-8.45,7,-16.3,-8.45,7,2,23.2833,332,29,23.2833,332,147,1287.85,45.3,25.8278,112.444,1
198,121.757901,42.065175,11.9417,8.12917,504,-8.61667,7,-16.8,-8.61667,7,2,23.0833,337,28.7,23.0833,337,149,1285.99,45.5,26.2454,112.208,1
199,122.538563,42.386264,11.8333,7.84167,523,-9.01667,8,-17.3,-9.01667,8,2,23.0333,346,28.9,23.0333,346,154,1298.65,46.2,25.6133,110.769,1
200,123.231262,41.282378,10.725,8.75417,701,-7.73333,21,-16.2,-7.73333,21,6,23.2,441,28.3,23.2,441,185,1251.74,44.5,24.1011,103.584,1
201,123.196725,41.217852,10.6583,9.0875,709,-7.35,22,-15.5,-7.35,22,6,23.6,447,28.9,23.6,447,188,1252.61,44.4,24.0053,103.62,1
202,123.419567,41.151787,10.3583,8.6125,744,-7.76667,25,-15.9,-7.76667,25,7,22.8833,471,28.1,22.8833,471,198,1240.7,44,23.5417,104.453,1
203,123.18144,41.295023,10.7167,8.85833,696,-7.65,22,-16,-7.65,22,6,23.3667,438,28.5,23.3667,438,184,1255.76,44.5,24.0824,103.346,1
204,123.106426,41.206246,10.6167,8.75,695,-7.6,20,-15.8,-7.6,20,5,23.15,442,28.2,23.15,442,186,1244.99,44,24.1288,105.202,1
205,123.339398,41.426537,10.7833,8.425,697,-8.15,22,-16.8,-8.15,22,6,22.9667,435,28,22.9667,435,182,1258.59,44.8,24.0699,102.36,1
206,122.082227,41.002679,9.65,9.2,602,-6.61667,15,-14.2,-6.61667,15,4,23.35,389,27.8,23.35,389,170,1215.68,42,22.9762,108.94,1
207,121.996408,41.243367,9.86667,9.09167,577,-6.95,13,-14.7,-6.95,13,3,23.45,375,28.1,23.45,375,164,1232.73,42.8,23.053,109.379,1
208,123.842472,42.286575,11.6167,7.88333,667,-9.43333,19,-18.3,-9.43333,19,5,23.15,421,28.9,23.15,421,177,1316.15,47.2,24.6116,102.599,1
209,124.159232,42.54714,11.4083,7.37083,657,-10.0333,17,-19.2,-10.0333,17,5,22.65,421,28.3,22.65,421,176,1318.54,47.5,24.0175,104.292,1
210,123.728933,42.223395,11.5417,7.6875,644,-9.58333,18,-18.6,-9.58333,18,5,22.8333,406,28.3,22.8333,406,168,1309.35,46.9,24.6091,102.722,1
211,124.727491,42.738178,12.4667,6.125,706,-12.1167,23,-21.9,-12.1167,23,7,22.1,446,28.3,22.1,446,187,1378.2,50.2,24.834,101.481,1
212,124.086628,42.779333,11.8917,7.07083,641,-10.5667,17,-19.6,-10.5667,17,5,22.6,412,28.2,22.6,412,175,1339.84,47.8,24.878,104.333,1
213,123.567039,42.468007,11.8083,7.55417,604,-9.71667,15,-18.7,-9.71667,15,4,22.75,389,28.3,22.75,389,164,1313.04,47,25.1241,105.147,1
214,124.051886,42.577645,11.975,7.30417,644,-10.3833,18,-19.7,-10.3833,18,5,22.8,409,28.6,22.8,409,171,1339.7,48.3,24.793,103.059,1
215,120.869157,40.774784,10.7,9.16667,567,-6.38333,11,-14.1,-6.38333,11,3,23.1167,390,28.1,23.1167,390,177,1197.36,42.2,25.3554,118.071,1
216,120.894054,40.735717,10.475,9.2125,567,-6.26667,11,-13.8,-6.26667,11,3,23.1833,389,28.2,23.1833,389,176,1194.65,42,24.9405,117.577,1
220,125.664583,43.525367,11.9333,4.725,659,-14.5,20,-24.4,-14.5,20,6,21.1333,428,26.5,21.1333,428,186,1434.37,50.9,23.4447,105.199,1
221,125.377655,43.853284,11.2,5.40833,618,-13.1167,15,-21.6,-13.1167,15,4,21.7,418,27.4,21.7,418,190,1407.23,49,22.8571,112.457,1
222,125.260909,43.820958,10.9833,5.375,595,-13.1167,15,-21.4,-13.1167,15,4,21.6167,403,27.3,21.6167,403,182,1403.35,48.7,22.553,112.55,1
223,124.79379,43.495116,11.5083,5.29583,616,-13.45,18,-22.2,-13.45,18,6,22.0833,402,28.6,22.0833,402,174,1432.27,50.8,22.6542,106.6,1
224,124.335389,43.30706,11.6417,6.45417,613,-11.45,17,-20.1,-11.45,17,5,22.2667,403,28,22.2667,403,177,1363.57,48.1,24.203,107.68,1
225,123.502398,43.518301,12.1917,7.2625,484,-10.5667,8,-19.8,-10.5667,8,2,23.2167,337,28.7,23.2167,337,150,1369.94,48.5,25.1375,117.034,1
226,125.13703,42.902194,12.4917,5.5375,729,-12.9833,26,-22.8,-12.9833,26,8,21.7833,457,28.1,21.7833,457,193,1399.89,50.9,24.5416,99.9363,1
227,129.616021,44.577611,11.975,4.92917,602,-13.6833,17,-22.3,-13.6833,17,4,21.5333,354,28.3,21.5333,354,131,1423.04,50.6,23.666,90.6823,1
228,125.53096,42.677253,12.95,4.95,774,-13.8,29,-24.4,-13.8,29,8,21.2333,483,27.4,21.2333,483,201,1408.14,51.8,25,98.948,1
229,124.991045,42.925636,12.3,5.45,692,-12.9833,20,-22.7,-12.9833,20,6,21.6167,441,27.8,21.6167,441,185,1393.14,50.5,24.3564,102.647,1
230,125.711129,42.539183,12.85,5.24167,772,-13.4333,26,-24.1,-13.4333,26,7,21.4833,481,27.6,21.4833,481,198,1401.98,51.7,24.8549,98.9915,1
231,126.193172,41.125805,12.2,7.63333,929,-9.18333,43,-18.6,-9.18333,43,12,22.4833,579,28.6,22.4833,579,236,1272.65,47.2,25.8475,100.395,1
232,121.380857,31.112834,7.16667,16.4,1025,5.65,141,1,8.08333,132,43,26.7,427,31.5,26.7,427,160,863.35,30.5,23.4973,49.3436,1
233,121.489431,31.405242,6.73333,16.325,1051,5.85,120,1.5,8.35,116,33,26.45,430,30.9,26.35,473,164,845.153,29.4,22.9025,55.4218,1
234,121.265276,31.375566,7.35,16.1417,1062,5.35,140,0.6,7.75,131,40,26.55,467,31.3,26.55,467,169,868.528,30.7,23.9414,52.4599,1
235,121.544346,31.221461,6.98333,16.35,1030,5.75,133,1.2,8.18333,122,38,26.5667,408,31.2,26.5333,434,160,854.536,30,23.2778,51.8312,1
236,121.341774,30.742769,6.63333,16.35,1044,5.78333,138,1.3,8.3,129,41,26.5333,380,30.9,26.5333,411,168,851.976,29.6,22.4099,49.1929,1
237,121.227676,31.03257,7.23333,16.3083,1002,5.51667,134,0.8,7.93333,126,40,26.6833,418,31.3,26.6833,418,160,865.652,30.5,23.7158,50.7397,1
238,121.124249,31.15098,6.99167,16.2292,943,5.35,151,0.7,12.5833,125,38,26.6667,366,31.2,24,384,150,870.576,30.5,22.9235,47.0231,1
239,121.473945,30.918406,7.15,16.2833,1011,5.68333,133,1,8.08333,122,39,26.5333,406,31.2,26.5333,406,161,855.125,30.2,23.6755,49.7171,1
297,120.926031,30.83085,7.44167,16.2875,1090,5.26667,153,0.3,12.45,127,36,26.8833,450,31.6,26.8833,450,176,880.741,31.3,23.7753,51.4932,1
298,121.015619,30.677804,7.225,16.1792,1105,5.28333,154,0.4,12.45,134,41,26.7167,436,31.3,26.7167,436,177,873.393,30.9,23.3819,49.3468,1
398,121.400303,37.541312,6.59167,12.3292,669,0.2,35,-4.1,1.23333,35,9,23.5167,410,27.8,23.5167,410,173,957.398,31.9,20.6635,97.961,1
399,121.267638,37.49833,7.69167,12.2792,690,-0.333333,43,-5.2,1.01667,42,12,23.6667,404,28.2,23.6,416,178,984.337,33.4,23.0289,95.7223,1
400,121.601015,37.387454,7.20833,12.3125,724,0.0833334,47,-4.7,1.28333,45,12,23.55,432,28,23.55,432,185,964.95,32.7,22.0438,94.2127,1
401,121.444949,37.511322,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
402,120.829141,37.795697,8.05,12.1333,564,-0.683333,25,-5.6,-0.683333,25,7,23.7333,349,28.2,23.5667,352,159,999.228,33.8,23.8166,103.269,1
406,120.849595,37.335993,7.98333,11.7333,660,-0.916667,31,-6.1,-0.916667,31,9,23.1833,402,27.6,22.9667,407,179,985.242,33.7,23.6894,101.202,1
407,121.173506,36.688316,7.4,12.4667,718,0.25,34,-4.9,0.25,34,10,23.6667,425,28.1,23.6167,425,180,959.556,33,22.4242,95.2312,1
436,122.123115,37.501735,5.875,12.1875,709,0.8,43,-3.4,1.6,41,11,23.1,422,27.1,23.1,422,179,914.239,30.5,19.2623,93.4237,1
437,122.08832,37.196032,6.81667,11.7333,733,-9.93E-09,46,-5.1,1.08333,45,12,22.8333,432,27.1,22.8333,432,184,938.346,32.2,21.1698,92.3499,1
438,122.487036,37.165698,6.33333,11.9167,728,0.833333,44,-4.2,1.66667,43,11,22.7667,433,26.8,22.7667,433,185,903.192,31,20.4301,93.32,1
439,121.539557,36.920329,7.53333,12.1417,736,-0.0333334,41,-5.4,-0.0333334,41,12,23.3333,438,27.8,23.3333,438,186,960.004,33.2,22.6908,94.4466,1
436,108.266337,21.78108939,6.63333,22.0917,2090,14.6333,121,10.1,14.6333,121,33,28.1,1181,31.4,28.1,1181,417,558.223,21.3,31.1424,84.8758,0
489,108.3105095,21.70367236,6.325,22.1292,2064,14.6833,118,10.4,14.6833,118,33,28.1,1163,31.4,28.1,1163,416,555.569,21,30.119,84.7852,0
632,108.7788636,18.81420333,7.06667,24.9833,1180,20.1167,53,15.8,20.1167,53,14,28.7667,476,32.4,27.0333,624,217,357.023,16.6,42.5703,79.7175,0
678,108.8135895,18.76297461,6.40833,21.9625,1411,17.3333,69,13.3,17.3333,69,19,25.5167,433,28.8,23.85,738,270,337.747,15.5,41.3441,77.7661,0
690,108.6430023,18.80860118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
2192,100.990567,21.91206707,11.4667,22.9833,1671,18.15,85,10.7,19.7167,70,18,26.2333,683,32.3,25.7333,870,310,342.977,21.6,53.0864,78.0564,0
2194,101.4240247,21.42861293,10.975,22.4042,1728,17.9167,75,10.7,19.4333,72,9,25.4667,711,31.2,24.9833,934,342,320.571,20.5,53.5366,82.3895,0
319,110.5718998,21.64929989,6.79167,23.0375,1788,16.15,111,11.5,17.65,102,23,28.5,838,32,28.5,838,301,512.503,20.5,33.1301,71.7605,0
320,110.6688114,21.32805642,6.14167,23.2875,1817,16.65,104,12.5,18.1833,102,23,28.55,859,31.9,28.55,859,308,493.96,19.4,31.6581,72.1274,0
335,109.8501522,21.06267132,6.60833,23.2375,1682,16.4333,95,12,16.4333,95,25,28.6167,811,32,28.6167,811,303,505.021,20,33.0417,72.3414,0
336,110.477648,20.41217405,6.31667,23.9417,1728,17.85,90,14,17.85,90,24,28.6167,801,32.3,28.6167,801,285,446.165,18.3,34.5173,69.7646,0
352,110.6073847,21.3261708,6.4,23.3333,1796,16.7,104,12.5,18.2167,102,24,28.6167,847,32.1,28.6167,847,304,493.629,19.6,32.6531,71.6039,0
354,111.9527008,21.78008786,6.54167,23.0708,2191,16.4,122,11.8,17.9,113,27,28.4167,1005,31.7,27.7167,1011,375,496.975,19.9,32.8727,75.6087,0
355,110.2476152,20.51281831,7.11667,23.2417,1776,17.0167,94,12.5,17.0167,94,25,28.0333,831,31.9,28.0333,831,302,455.75,19.4,36.6838,70.6906,0
366,111.2394913,21.97326389,6.93333,20.3333,2008,13.7,124,8.8,15.1667,102,24,25.55,924,29.1,25.55,924,339,490.544,20.3,34.1544,74.1648,0
382,111.0079749,21.82916308,7.08333,22.9833,1874,16.2667,112,11.6,17.7333,100,21,28.25,867,32,28.25,867,320,496.315,20.4,34.7222,73.6836,0
390,111.5490894,21.62203693,6.54167,22.6125,2075,16,113,11.5,17.4667,104,23,27.8,962,31.1,27.8,962,351,488.602,19.6,33.3759,75.078,0
403,110.6913113,21.44058282,6.55833,23.2792,1817,16.6,107,12.2,18.0833,103,23,28.5833,855,32.1,28.5833,855,308,496.403,19.9,32.9565,71.8279,0
456,109.04434,21.83357584,6.925,21.8708,1688,14.1167,110,9.2,15.7667,105,27,28.15,865,31.5,28.15,865,314,581.125,22.3,31.0538,75.7862,0
