id,X,Y,平均日较差,年均温,年降水量,最冷季度平均气温,最冷季度（或最寒季度）总降水量,最冷月（或最寒月）最低温,最干季度平均气温,最干季度（或最干燥季度）总降水量,最干月（或最干燥月）降水量,最暖季度平均气温,最暖季度（或最热季度）总降水量,最暖月（或最热月）最高温,最湿季度平均气温,最湿季度（或最湿润季度）总降水量,最湿月（或最湿润月）降水量,气温季节性,气温年较差,等温性,降水季节性,白蛾,海拔,坡度,坡向,植被
2194,101.4240247,21.42861293,10.975,22.4042,1728,17.9167,75,10.7,19.4333,72,9,25.4667,711,31.2,24.9833,934,342,320.571,20.5,53.5366,82.3895,0,10243.0,75.07187,104.41975,69
319,110.5718998,21.64929989,6.79167,23.0375,1788,16.15,111,11.5,17.65,102,23,28.5,838,32.0,28.5,838,301,512.503,20.5,33.1301,71.7605,0,11008.0,47.368492,99.162346,560
320,110.6688114,21.32805642,6.14167,23.2875,1817,16.65,104,12.5,18.1833,102,23,28.55,859,31.9,28.55,859,308,493.96,19.4,31.6581,72.1274,0,512.0,28.678156,325.30484,560
335,109.8501522,21.06267132,6.60833,23.2375,1682,16.4333,95,12.0,16.4333,95,25,28.6167,811,32.0,28.6167,811,303,505.021,20.0,33.0417,72.3414,0,7936.0,13.745799,8.130101,560
336,110.477648,20.41217405,6.31667,23.9417,1728,17.85,90,14.0,17.85,90,24,28.6167,801,32.3,28.6167,801,285,446.165,18.3,34.5173,69.7646,0,2560.0,68.77572,120.69972,560
352,110.6073847,21.3261708,6.4,23.3333,1796,16.7,104,12.5,18.2167,102,24,28.6167,847,32.1,28.6167,847,304,493.629,19.6,32.6531,71.6039,0,2816.0,40.87804,87.70939,560
354,111.9527008,21.78008786,6.54167,23.0708,2191,16.4,122,11.8,17.9,113,27,28.4167,1005,31.7,27.7167,1011,375,496.975,19.9,32.8727,75.6087,0,256.0,28.28761,45.0,560
355,110.2476152,20.51281831,7.11667,23.2417,1776,17.0167,94,12.5,17.0167,94,25,28.0333,831,31.9,28.0333,831,302,455.75,19.4,36.6838,70.6906,0,-17408.0,74.77599,221.94711,560
366,111.2394913,21.97326389,6.93333,20.3333,2008,13.7,124,8.8,15.1667,102,24,25.55,924,29.1,25.55,924,339,490.544,20.3,34.1544,74.1648,0,2050.0,84.69992,158.53952,429
382,111.0079749,21.82916308,7.08333,22.9833,1874,16.2667,112,11.6,17.7333,100,21,28.25,867,32.0,28.25,867,320,496.315,20.4,34.7222,73.6836,0,16384.0,41.9279,195.64224,560
390,111.5490894,21.62203693,6.54167,22.6125,2075,16.0,113,11.5,17.4667,104,23,27.8,962,31.1,27.8,962,351,488.602,19.6,33.3759,75.078,0,-512.0,82.51629,91.04259,1
403,110.6913113,21.44058282,6.55833,23.2792,1817,16.6,107,12.2,18.0833,103,23,28.5833,855,32.1,28.5833,855,308,496.403,19.9,32.9565,71.8279,0,1792.0,64.05596,133.63608,560
456,109.04434,21.83357584,6.925,21.8708,1688,14.1167,110,9.2,15.7667,105,27,28.15,865,31.5,28.15,865,314,581.125,22.3,31.0538,75.7862,0,14080.0,62.6157,216.25385,560
476,109.3539745,21.69789136,6.975,22.4708,1659,15.0667,107,10.1,16.65,102,27,28.4333,832,31.8,28.4333,832,307,553.61,21.7,32.1429,74.2793,0,9216.0,39.79931,228.36646,560
496,109.9160028,21.83961632,6.8,22.2583,1675,14.9,118,10.2,16.5,104,26,28.15,800,31.6,28.15,800,290,551.209,21.4,31.7757,70.7844,0,16384.0,64.64797,269.06082,560
505,109.9028537,21.82850454,6.75833,22.3208,1666,14.9333,117,10.3,16.55,104,26,28.2333,795,31.7,28.2333,795,289,552.854,21.4,31.581,70.8073,0,18432.0,67.11149,186.70984,1
509,109.0631171,21.59740895,6.16667,22.4917,1650,15.0333,101,10.5,16.6833,101,26,28.5333,845,31.7,28.5333,845,317,558.06,21.2,29.088,76.1883,0,768.0,13.745799,261.8699,-9999
512,109.6997647,21.81446129,6.73333,22.2083,1651,14.8333,115,10.2,16.4333,104,27,28.1667,796,31.6,28.1667,796,291,554.042,21.4,31.4642,71.2998,0,31488.0,80.72755,221.79478,183
618,109.7011987,19.44998906,7.55,23.8167,1735,18.6667,71,14.3,18.6667,71,19,27.7167,741,31.8,27.1667,837,301,373.225,17.5,43.1429,75.9598,0,-11776.0,66.585884,278.61566,183
619,110.494378,19.74508703,6.95833,24.2125,1728,18.75,89,14.6,18.75,89,23,28.3667,763,32.5,27.85,775,270,395.32,17.9,38.8734,69.7851,0,9984.0,49.79945,74.74488,1
620,109.7940711,18.38573627,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,48.691776,160.46335,-9999
621,109.1292503,18.70436778,6.90833,24.4375,1327,19.9833,61,15.7,19.9833,61,16,27.8,518,31.3,26.35,688,247,324.059,15.6,44.2842,77.9405,0,-9472.0,83.80526,70.4775,183
622,109.3239409,19.31077673,7.39167,24.0958,1492,19.0,54,14.5,19.0,54,14,28.0,652,31.9,27.4167,728,261,371.798,17.4,42.4808,78.1466,0,-27648.0,50.753277,312.70938,560
623,109.0112602,18.88405475,6.65,24.5,1236,19.7667,49,15.8,19.7667,49,13,28.0833,405,31.6,26.5333,644,226,345.122,15.8,42.0886,79.6786,0,-30976.0,87.85564,344.52356,183
624,109.3557457,18.65269491,6.98333,23.725,1433,19.4167,68,15.1,20.3167,67,19,26.9833,453,30.5,25.55,738,268,313.923,15.4,45.3463,77.3275,0,20225.0,87.02351,341.4347,560
625,109.9396338,19.16175759,7.275,23.7042,1688,18.8333,80,14.5,19.95,78,21,27.3833,702,31.4,25.75,801,293,352.977,16.9,43.0473,73.8426,0,4353.0,58.219795,149.02637,429
626,110.1334369,18.59967529,6.675,22.8375,1683,18.7,92,14.6,19.65,85,26,25.85,670,29.3,24.6,821,298,296.542,14.7,45.4082,73.2064,0,-14846.0,84.64456,43.949863,69
627,110.3826414,19.15204216,6.975,24.2125,1697,19.3167,90,15.2,20.3833,87,24,27.9,704,31.9,26.3333,789,284,353.657,16.7,41.7665,71.4601,0,9216.0,79.36468,111.733376,183
628,112.3270869,16.83437131,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,-9999
629,109.1288945,18.5886255,7.3,24.3917,1358,20.0167,71,15.5,20.95,68,20,27.7167,407,31.4,26.1833,708,256,318.639,15.9,45.912,77.3169,0,4865.0,82.83917,294.11597,183
630,109.8246789,18.97008477,7.04167,22.4208,1675,17.8,84,13.6,18.9,81,23,25.85,584,29.6,24.3333,811,294,333.415,16.0,44.0104,73.8159,0,-766.0,86.40945,165.02893,183
631,114.670826,8.207357715,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
633,109.8302633,18.65426248,7.2,25.0833,1519,20.8,79,16.4,21.75,72,21,28.3,578,32.1,26.9167,761,276,311.188,15.7,45.8599,75.0453,0,15872.0,74.83865,210.41109,560
634,110.6222179,19.95605099,6.44167,24.1458,1720,18.5333,96,14.6,18.5333,96,24,28.3833,759,32.1,28.3833,759,269,406.78,17.5,36.8095,67.9449,0,0.0,33.280346,198.43495,560
635,109.9962956,19.34823648,7.19167,23.9125,1709,18.8667,80,14.6,18.8667,80,20,27.75,719,31.8,27.2167,798,290,366.117,17.2,41.812,73.3182,0,-25856.0,84.31007,304.18304,429
636,110.26814,19.55172921,7.16667,24.275,1718,19.0333,86,14.7,19.0333,86,22,28.2667,741,32.4,27.75,781,271,380.045,17.7,40.4896,70.9193,0,20480.0,77.58968,181.16321,560
637,114.3127458,7.778563376,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
638,109.2339047,19.39528529,7.46667,24.4083,1456,19.2333,52,14.7,19.2333,52,13,28.4167,649,32.3,27.8333,713,259,379.454,17.6,42.4242,78.4016,0,30464.0,70.25288,165.6186,560
639,109.8610696,18.51845512,7.225,25.2125,1528,21.05,84,16.7,22.0333,73,23,28.3,480,32.0,26.9167,770,280,300.243,15.3,47.2222,75.2872,0,27904.0,79.19312,236.30994,560
640,109.9973574,19.47692388,7.08333,23.9583,1715,18.75,81,14.6,18.75,81,21,27.9333,727,32.0,27.4,801,286,378.501,17.4,40.7088,72.7908,0,28416.0,88.14184,269.9357,183
641,112.9051055,4.993992472,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
642,113.3550346,8.271390906,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
643,109.0325565,19.61068414,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-9999
644,110.0175009,19.6918531,7.325,24.3542,1710,18.9167,82,14.6,18.9167,82,21,28.5667,746,32.8,28.05,795,276,397.358,18.2,40.2473,71.8882,0,8192.0,51.280323,3.1798294,560
645,110.3390401,19.23715606,6.88333,23.4333,1739,18.5667,92,14.4,19.6167,91,25,27.1,729,31.0,25.5167,803,289,351.499,16.6,41.4659,71.4061,0,-16896.0,84.92928,346.68826,183
646,110.4210409,18.77232484,6.675,25.2375,1611,20.7667,89,16.8,21.7833,77,24,28.5667,640,32.2,27.1833,775,281,321.659,15.4,43.3442,72.8109,0,1536.0,34.271866,156.0375,560
647,109.0613805,18.64913146,7.025,24.5208,1308,20.0667,64,15.7,20.9333,64,18,27.9,395,31.4,26.4333,684,246,325.265,15.7,44.7452,78.0009,0,-8704.0,86.76662,198.22276,69
648,109.1917155,19.54681906,7.54167,24.5125,1456,19.1667,53,14.5,19.1667,53,13,28.65,660,32.6,28.0667,718,264,392.938,18.1,41.6667,78.3931,0,17408.0,65.740295,30.963757,183
649,109.7816036,18.82218681,6.89167,21.6292,1681,17.15,89,12.9,18.2,84,25,24.9833,684,28.6,23.4833,820,297,323.928,15.7,43.896,73.4543,0,-1022.0,86.976776,44.851376,429
650,109.77043,19.25444735,7.275,24.0292,1670,19.0833,72,14.8,19.0833,72,19,27.7833,699,31.8,26.1167,795,293,359.004,17.0,42.7941,75.1127,0,-18432.0,76.16124,209.62447,69
651,109.8670614,19.37683948,7.15,24.1167,1690,18.9667,75,14.8,18.9667,75,19,28.0,710,32.0,27.4833,794,290,373.633,17.2,41.5698,74.096,0,-10240.0,87.86781,277.9217,183
652,109.8323381,19.14867651,7.35833,23.9458,1668,19.15,82,14.8,20.2667,78,22,27.5667,685,31.6,25.95,796,290,348.193,16.8,43.7996,73.6637,0,257.0,85.820335,157.71411,183
653,110.0157265,19.21960357,7.34167,24.2875,1694,19.3167,81,15.0,20.4333,79,21,28.05,709,32.2,26.3833,792,288,359.931,17.2,42.6841,73.2868,0,-27648.0,64.43076,151.31386,560
654,110.3858799,18.88391836,7.08333,25.1417,1661,20.45,95,16.3,21.55,83,26,28.6833,669,32.5,27.1333,788,283,339.531,16.2,43.7243,71.789,0,5888.0,58.036293,103.73627,183
655,109.0899375,19.56359445,7.35,24.3833,1416,19.0167,49,14.5,19.0167,49,13,28.5,659,32.1,28.0,707,265,393.581,17.6,41.7614,79.5843,0,18176.0,79.24566,281.75293,560
656,109.6118106,18.52674364,7.025,24.7875,1474,20.5,81,16.2,21.45,71,22,27.9833,544,31.6,26.5833,753,274,310.521,15.4,45.6169,76.0543,0,32256.0,85.93114,168.35825,560
657,108.9676397,19.01316743,6.89167,24.6292,1228,19.7833,44,15.5,19.7833,44,11,28.35,537,31.9,26.7,631,219,354.173,16.4,42.0224,80.4019,0,28928.0,86.46639,271.2241,183
658,108.8859995,18.42531675,6.78333,25.575,1287,21.2333,87,17.1,21.9167,71,20,29.0,412,32.4,27.4667,690,272,320.188,15.3,44.3355,79.9258,0,512.0,27.057177,208.30075,-9999
659,110.739426,19.48211137,6.675,24.4875,1719,19.25,89,15.4,19.25,89,23,28.4333,745,32.3,27.9667,769,269,377.968,16.9,39.497,70.4624,0,2560.0,15.922089,255.96376,560
660,115.5479892,9.897649504,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
661,114.2619872,16.05462418,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,-9999
662,112.6175854,4.959574942,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
663,109.778226,19.68871442,7.48333,24.2167,1719,18.7833,76,14.5,18.7833,76,20,28.4333,752,32.6,27.9167,817,286,398.493,18.1,41.3444,74.097,0,20992.0,69.513596,116.89624,560
664,109.1642732,19.3735241,7.325,24.2625,1406,19.0667,48,14.6,19.0667,48,12,28.2667,631,32.1,27.7,692,254,381.576,17.5,41.8571,78.9933,0,29184.0,87.67473,165.43669,183
665,116.0832935,10.09219899,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
666,113.932877,8.007673333,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
667,109.5232655,18.53858102,6.7,22.775,1522,18.4,79,14.2,19.3667,77,23,26.0,478,29.4,24.6167,773,282,315.173,15.2,44.0789,75.4177,0,-6143.0,86.241264,208.95204,69
668,110.5249551,18.82790616,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,3072.0,45.61275,151.7095,-9999
669,109.4741283,19.43266681,7.325,23.5958,1637,18.45,60,14.1,18.45,60,15,27.5167,712,31.5,26.9667,805,287,374.496,17.4,42.0977,77.8536,0,-23552.0,83.18418,315.6701,69
670,109.4683596,19.30182684,7.23333,22.9333,1614,18.0,63,13.7,18.0,63,17,26.6667,698,30.5,26.1167,789,284,358.763,16.8,43.0556,77.1995,0,13313.0,85.804756,197.42303,69
671,110.0772498,19.73265214,7.30833,24.4458,1708,18.9833,83,14.7,18.9833,83,21,28.65,748,32.9,28.15,790,275,398.266,18.2,40.1557,71.4683,0,7168.0,31.751167,26.56505,560
672,110.6594288,19.26184071,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-3.4028235e+38,-3.4028235e+38,-3.4028235e+38,-9999
673,110.2637994,18.7262576,6.76667,25.0417,1604,20.5667,92,16.6,21.6167,79,25,28.3667,621,32.1,26.95,783,283,322.369,15.5,43.6559,72.8881,0,11776.0,46.563644,121.607506,560
674,110.1154386,19.98694531,6.5,24.2917,1662,18.6333,81,14.8,18.6333,81,20,28.6667,747,32.5,28.2167,760,270,415.166,17.7,36.7232,70.6557,0,0.0,34.812542,5.7105923,560
675,109.8798174,19.8536605,7.08333,24.2,1700,18.6333,80,14.6,18.6333,80,20,28.5833,755,32.7,28.0667,795,282,412.189,18.1,39.1344,72.3821,0,10496.0,79.63965,18.434948,183
676,110.5037474,18.97601165,6.84167,25.0958,1642,20.4333,84,16.4,21.4333,79,22,28.5667,677,32.3,27.2167,774,279,335.738,15.9,43.0293,72.5697,0,1536.0,66.83049,115.42687,0
677,108.8440693,18.75945114,6.35833,21.2042,1467,16.6,70,12.5,16.6,70,20,24.7167,590,27.9,23.15,761,279,335.745,15.4,41.2879,77.5309,0,29442.0,84.19493,195.50684,69
679,109.7495071,18.52178313,6.95,24.9583,1502,20.7667,86,16.6,21.7167,74,23,28.0667,551,31.7,26.7333,761,276,302.759,15.1,46.0265,75.2041,0,28928.0,83.93394,269.5787,183
680,110.1268393,18.92480288,6.925,24.3625,1636,19.7,85,15.7,20.8,78,22,27.8333,654,31.7,26.3167,788,286,336.689,16.0,43.2812,73.0028,0,-32512.0,83.90369,131.40498,560
681,109.9021442,19.27115776,7.19167,23.7875,1702,18.8167,80,14.6,19.9167,80,21,27.55,709,31.6,25.9,801,294,360.688,17.0,42.3039,73.6965,0,-9216.0,81.4567,329.03625,560
682,109.5163597,19.05813125,6.75,20.275,1667,15.5333,69,11.3,15.5333,69,19,23.8167,720,27.3,23.3167,819,295,342.255,16.0,42.1875,76.742,0,-9470.0,84.6819,108.19883,429
683,114.5365222,10.88816713,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
684,109.5776213,19.69408535,7.50833,24.1625,1685,18.7167,68,14.4,18.7167,68,17,28.45,749,32.6,27.9,817,290,401.77,18.2,41.2546,76.1008,0,18176.0,73.119385,265.78583,560
685,109.6049884,19.53653188,7.7,24.0917,1749,18.8333,70,14.4,18.8333,70,18,28.1333,759,32.4,27.5667,853,301,383.547,18.0,42.7778,76.7038,0,-26880.0,29.1537,277.125,560
686,109.551237,18.9243643,7.15833,22.9208,1556,18.3333,68,14.0,18.3333,68,19,26.3333,639,30.1,24.85,773,281,331.59,16.1,44.4617,76.1864,0,21761.0,85.73871,183.99374,429
687,110.0844167,19.80263982,7.18333,24.2917,1710,18.8,84,14.6,18.8,84,22,28.5333,752,32.7,28.05,784,275,401.576,18.1,39.6869,70.9269,0,10496.0,38.322624,246.8014,183
688,114.3047935,7.74436312,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
689,109.5415223,19.82497467,6.975,24.2625,1624,18.7333,68,14.8,18.7333,68,16,28.6667,730,32.6,28.15,781,282,411.373,17.8,39.1854,75.2815,0,3584.0,70.771225,351.67435,183
691,110.4953036,19.49137002,6.99167,23.9292,1736,18.7,89,14.6,18.7,89,23,27.85,749,31.9,27.35,784,273,376.783,17.3,40.4143,70.5771,0,-24320.0,85.641815,11.250681,183
692,108.9199247,18.66769366,6.50833,21.5875,1475,17.1333,76,13.0,17.1333,76,22,24.9667,583,28.2,23.5333,759,277,324.437,15.2,42.818,76.3874,0,259.0,67.46233,39.173656,69
693,109.5525125,19.26994189,7.375,23.6792,1622,18.6333,64,14.3,18.6333,64,17,27.4667,688,31.5,26.9167,785,288,364.775,17.2,42.8779,76.7081,0,-2560.0,84.923836,195.87378,429
694,110.2971685,19.97413081,6.96667,24.4,1758,18.8,93,14.8,18.8,93,23,28.6333,796,32.7,28.6333,796,280,406.258,17.9,38.9199,69.6388,0,10752.0,51.82747,225.0,560
695,110.6767984,19.65099625,6.80833,24.3125,1739,18.9167,94,14.9,18.9167,94,25,28.3667,758,32.3,27.8833,773,273,389.172,17.4,39.1284,69.3267,0,9216.0,74.781136,125.036194,560
696,109.9008414,19.7511703,7.35,24.2333,1714,18.75,79,14.5,18.75,79,20,28.5167,754,32.7,28.0,804,283,403.318,18.2,40.3846,72.8175,0,19456.0,74.89804,177.32457,429
697,109.3692346,19.89619961,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-3.4028235e+38,-3.4028235e+38,-9999
698,109.7964324,19.31942053,7.39167,24.0708,1692,19.05,74,14.7,19.05,74,19,27.8833,711,32.0,27.3667,801,294,365.267,17.3,42.7264,74.8656,0,-23808.0,69.41562,65.43283,560
699,117.3661332,10.71973758,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,
700,109.1077167,18.37253925,6.91667,25.6417,1340,21.4167,91,17.2,22.2167,74,21,28.85,340,32.3,27.4167,713,283,307.259,15.1,45.8057,79.4297,0,3840.0,72.09012,190.30484,560
701,108.8281175,18.5045531,7.1,25.5833,1283,21.1167,82,16.8,21.8667,70,20,29.0333,429,32.6,27.5167,684,265,327.687,15.8,44.9367,79.1944,0,2560.0,39.79931,221.63354,560
702,109.7482509,18.88103176,6.91667,22.8833,1616,18.2667,82,14.2,19.3667,77,23,26.3,648,30.0,24.8167,793,289,333.114,15.8,43.7764,74.1259,0,10754.0,85.90094,104.20904,429
703,109.531413,19.919137,6.56667,24.3083,1608,18.6333,69,14.9,18.6333,69,17,28.8833,733,32.6,28.4167,773,284,426.736,17.7,37.0998,74.971,0,0.0,0.0,-1.0,-9999
704,116.700083,16.30920169,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,,,,-9999
705,109.7994022,18.57662507,6.98333,24.8833,1510,20.6333,80,16.4,21.5833,73,22,28.05,478,31.7,26.65,761,277,307.293,15.3,45.6427,75.2832,0,27648.0,84.27191,114.608505,183
706,109.3741106,19.53010464,7.425,24.1708,1569,18.9,59,14.5,18.9,59,15,28.25,696,32.2,27.7,770,277,386.143,17.7,41.9492,77.6289,0,26880.0,73.050545,222.43623,560
707,109.8051477,18.93134219,7.08333,23.575,1622,18.9167,83,14.7,20.0333,76,22,27.0333,555,30.8,25.5167,791,287,336.55,16.1,43.9959,73.7205,0,17409.0,73.13341,77.27564,183
708,109.2402705,18.9520309,6.84167,21.6125,1495,16.8667,61,12.6,16.8667,61,17,25.1833,629,28.7,23.65,753,273,344.398,16.1,42.4948,77.6378,0,-18686.0,81.02579,33.86472,429
709,109.1341963,18.96575082,6.8,23.6167,1330,18.7333,50,14.6,18.7333,50,13,27.2667,560,30.8,25.65,677,241,353.247,16.2,41.9753,78.7696,0,-30719.0,86.890045,46.82912,69
710,110.0821643,19.68661353,7.29167,24.2792,1725,18.8667,84,14.6,18.8667,84,21,28.45,752,32.7,27.9333,796,277,394.424,18.1,40.2854,71.5085,0,12800.0,73.975845,295.29202,560
711,110.4700946,19.11104287,7.11667,24.925,1681,19.95,91,15.8,21.05,84,24,28.6667,699,32.7,27.1,781,279,359.074,16.9,42.1105,71.5052,0,1536.0,52.252502,290.37643,183
712,110.1540526,18.6944667,6.875,24.9458,1597,20.45,94,16.4,21.5,78,25,28.2667,609,32.1,26.8167,782,283,323.422,15.7,43.7898,72.8411,0,8704.0,68.54154,112.380135,560
713,110.2281217,18.89949713,6.80833,24.0042,1658,19.3833,90,15.4,20.4833,82,24,27.45,661,31.3,25.95,797,289,333.947,15.9,42.8197,72.4352,0,20481.0,86.20493,235.46875,183
714,109.8800286,18.50503388,7.175,25.3542,1530,21.1667,86,16.8,22.15,74,23,28.45,570,32.2,27.0667,769,279,302.065,15.4,46.5909,74.9998,0,18688.0,83.83677,353.56525,560
715,109.7225457,18.29514913,-9999.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,1280.0,52.95286,139.24403,-9999
716,108.9900072,18.42694535,7.24167,25.6375,1343,21.3,89,16.9,22.15,74,22,28.9333,352,32.5,27.45,712,278,315.401,15.6,46.4209,78.7268,0,7168.0,81.22283,160.98438,560
717,108.9900716,19.45717633,7.3,24.8333,1325,19.55,46,15.0,19.55,46,12,28.8833,620,32.6,28.3833,661,250,386.807,17.6,41.4773,80.0415,0,9728.0,47.222946,39.805573,560
1789,120.7554078,22.01033124,5.3,24.4,2141,20.3833,87,17.1,20.3833,87,23,27.5333,1281,30.4,27.5333,1281,492,293.9,13.3,39.8496,96.9097,0,6912.0,80.535736,262.71106,560
1406,89.88884274,33.83424896,13.4583,-5.4375,306,-16.3167,4,-24.9,-15.3333,4,1,5.23333,213,11.8,5.23333,213,87,884.801,36.7,36.6712,117.698,0,-12781.0,84.63055,75.693,352
1411,90.97655727,34.63201027,13.3917,-6.90417,287,-17.8667,5,-26.5,-16.7167,4,1,3.9,206,10.6,3.9,206,85,892.467,37.1,36.0961,121.424,0,-15597.0,80.662636,233.32565,543
1420,91.73317721,36.23832845,12.8917,-8.2875,222,-18.8667,4,-27.4,-17.3167,4,1,2.33333,158,9.0,2.33333,158,64,870.536,36.4,35.4167,118.232,0,20243.0,84.458824,154.98274,0
1423,91.11355403,33.22848018,11.2417,-9.90417,436,-20.65,12,-28.2,-19.65,11,3,1.06667,294,7.0,1.06667,294,121,892.556,35.2,31.9366,114.308,0,5654.0,84.39936,252.42513,0
1427,90.21553527,34.74599016,13.0667,-5.94167,252,-17.0,3,-25.4,-15.9333,3,1,4.9,182,11.4,4.9,182,75,897.177,36.8,35.5072,121.921,0,25363.0,79.88977,38.990993,352
1431,91.54882044,33.63324006,14.175,-5.57083,355,-16.2833,6,-25.3,-15.2833,5,1,4.81667,250,11.5,4.81667,250,102,869.698,36.8,38.519,120.239,0,-11245.0,85.58671,183.06104,445
1433,90.505461,33.66725576,12.7417,-6.3625,337,-17.25,6,-25.5,-15.45,6,2,4.43333,237,10.9,4.43333,237,97,892.749,36.4,35.0046,119.402,0,3604.0,83.50893,84.80589,352
1443,90.74501547,35.55893921,12.9417,-7.3125,228,-18.3667,3,-26.8,-17.35,3,1,3.68333,165,10.2,3.68333,165,68,905.531,37.0,34.9775,121.225,0,-31213.0,87.36556,310.73978,352
1446,91.53095315,34.28856558,14.4417,-4.37917,279,-15.4333,5,-24.6,-14.45,4,1,6.25,197,13.1,6.25,197,80,890.915,37.7,38.3068,118.648,0,-27886.0,88.13749,32.224014,445
1458,90.83058943,34.15256614,13.5333,-6.60833,320,-17.1667,5,-25.8,-16.15,4,1,3.85,227,10.6,3.85,227,93,864.386,36.4,37.1795,120.592,0,-10477.0,85.74303,318.75925,352
1479,90.64791083,35.34643013,14.0333,-6.31667,233,-17.6167,3,-26.6,-16.4833,3,1,4.66667,168,11.7,4.66667,168,69,911.909,38.3,36.6406,120.564,0,16403.0,66.79406,54.659893,352
1497,90.49503465,38.524617,13.1417,-5.52083,136,-16.8,1,-24.7,-15.1167,1,0,5.81667,103,13.0,5.81667,103,42,924.275,37.7,34.8585,121.466,0,14352.0,87.36713,218.93027,352
1889,88.82125727,28.27924403,15.5833,-0.175,258,-8.66667,9,-19.1,-7.83333,8,2,7.83333,185,14.5,7.83333,185,82,677.205,33.6,46.379,125.171,0,-18670.0,83.033905,33.6229,352
